"","X6"
"90",1.79769313486232e+308
"91",1.79769313486232e+308
"92",1.79769313486232e+308
"93",1.79769313486232e+308
"94",1.79769313486232e+308
"95",1.79769313486232e+308
"96",1.79769313486232e+308
"97",1.79769313486232e+308
"98",1.79769313486232e+308
"99",1.79769313486232e+308
"100",1.79769313486232e+308
"101",1.79769313486232e+308
"102",1.79769313486232e+308
"103",1.79769313486232e+308
"104",1.79769313486232e+308
"105",1.79769313486232e+308
"106",1.79769313486232e+308
"107",1.79769313486232e+308
"108",1.79769313486232e+308
"109",1.79769313486232e+308
"110",1.79769313486232e+308
"111",1.79769313486232e+308
"112",1.79769313486232e+308
"113",1.79769313486232e+308
"114",1.79769313486232e+308
"115",1.79769313486232e+308
"116",1.79769313486232e+308
"117",1.79769313486232e+308
"118",1.79769313486232e+308
"119",1.79769313486232e+308
"120",1.79769313486232e+308
"121",1.79769313486232e+308
"122",1.79769313486232e+308
"123",1.79769313486232e+308
"124",1.79769313486232e+308
"125",1.79769313486232e+308
"126",1.79769313486232e+308
"127",1.79769313486232e+308
"128",1.79769313486232e+308
"129",1.79769313486232e+308
"130",1.79769313486232e+308
"131",1.79769313486232e+308
"132",1.79769313486232e+308
"133",1.79769313486232e+308
"134",1.79769313486232e+308
"135",1.79769313486232e+308
"136",1.79769313486232e+308
"137",1.79769313486232e+308
"138",1.79769313486232e+308
"139",1.79769313486232e+308
"140",1.79769313486232e+308
"141",1.79769313486232e+308
"142",1.79769313486232e+308
"143",1.79769313486232e+308
"144",1.79769313486232e+308
"145",1.79769313486232e+308
"146",1.79769313486232e+308
"147",1.79769313486232e+308
"148",1.79769313486232e+308
"149",1.79769313486232e+308
"150",1.79769313486232e+308
"151",1.79769313486232e+308
"152",1.79769313486232e+308
"153",1.79769313486232e+308
"154",1.79769313486232e+308
"155",1.79769313486232e+308
"156",1.79769313486232e+308
"157",1.79769313486232e+308
"158",1.79769313486232e+308
"159",1.79769313486232e+308
"160",1.79769313486232e+308
"161",1.79769313486232e+308
"162",1.79769313486232e+308
"163",1.79769313486232e+308
"164",1.79769313486232e+308
"165",1.79769313486232e+308
"166",1.79769313486232e+308
"167",1.79769313486232e+308
"168",1.79769313486232e+308
"169",1.79769313486232e+308
"170",1.79769313486232e+308
"171",1.79769313486232e+308
"172",1.79769313486232e+308
"173",1.79769313486232e+308
"174",1.79769313486232e+308
"175",1.79769313486232e+308
"176",1.79769313486232e+308
"177",1.79769313486232e+308
"178",1.79769313486232e+308
"179",1.79769313486232e+308
"180",1.79769313486232e+308
"181",1.79769313486232e+308
"182",1.79769313486232e+308
"183",1.79769313486232e+308
"184",1.79769313486232e+308
"185",1.79769313486232e+308
"186",1.79769313486232e+308
"187",1.79769313486232e+308
"188",1.79769313486232e+308
"189",1.79769313486232e+308
"190",1.79769313486232e+308
"191",1.79769313486232e+308
"192",1.79769313486232e+308
"193",1.79769313486232e+308
"194",1.79769313486232e+308
"195",1.79769313486232e+308
"196",1.79769313486232e+308
"197",1.79769313486232e+308
"198",1.79769313486232e+308
"199",1.79769313486232e+308
"200",1.79769313486232e+308
"201",1.79769313486232e+308
"202",1.79769313486232e+308
"203",1.79769313486232e+308
"204",1.79769313486232e+308
"205",1.79769313486232e+308
"206",1.79769313486232e+308
"207",1.79769313486232e+308
"208",1.79769313486232e+308
"209",1.79769313486232e+308
"210",4141.98101588452
"211",1.79769313486232e+308
"212",1.79769313486232e+308
"213",1.79769313486232e+308
"214",1.79769313486232e+308
"215",4124.62007702411
"216",1.79769313486232e+308
"217",1.79769313486232e+308
"218",1.79769313486232e+308
"219",1.79769313486232e+308
"220",1.79769313486232e+308
"221",1.79769313486232e+308
"222",1.79769313486232e+308
"223",1.79769313486232e+308
"224",1.79769313486232e+308
"225",1.79769313486232e+308
"226",1.79769313486232e+308
"227",1.79769313486232e+308
"228",1.79769313486232e+308
"229",1.79769313486232e+308
"230",4064.37246021199
"231",1.79769313486232e+308
"232",1.79769313486232e+308
"233",1.79769313486232e+308
"234",1.79769313486232e+308
"235",1.79769313486232e+308
"236",1.79769313486232e+308
"237",1.79769313486232e+308
"238",1.79769313486232e+308
"239",1.79769313486232e+308
"240",1.79769313486232e+308
"241",1.79769313486232e+308
"242",1.79769313486232e+308
"243",1.79769313486232e+308
"244",1.79769313486232e+308
"245",1.79769313486232e+308
"246",1.79769313486232e+308
"247",1.79769313486232e+308
"248",1.79769313486232e+308
"249",1.79769313486232e+308
"250",4199.31447828312
"251",1.79769313486232e+308
"252",1.79769313486232e+308
"253",1.79769313486232e+308
"254",1.79769313486232e+308
"255",1.79769313486232e+308
"256",1.79769313486232e+308
"257",1.79769313486232e+308
"258",1.79769313486232e+308
"259",1.79769313486232e+308
"260",1.79769313486232e+308
"261",1.79769313486232e+308
"262",1.79769313486232e+308
"263",1.79769313486232e+308
"264",1.79769313486232e+308
"265",1.79769313486232e+308
"266",1.79769313486232e+308
"267",1.79769313486232e+308
"268",1.79769313486232e+308
"269",1.79769313486232e+308
"270",1.79769313486232e+308
"271",1.79769313486232e+308
"272",1.79769313486232e+308
"273",1.79769313486232e+308
"274",1.79769313486232e+308
"275",1.79769313486232e+308
"276",1.79769313486232e+308
"277",1.79769313486232e+308
"278",1.79769313486232e+308
"279",1.79769313486232e+308
"280",1.79769313486232e+308
"281",1.79769313486232e+308
"282",1.79769313486232e+308
"283",1.79769313486232e+308
"284",1.79769313486232e+308
"285",1.79769313486232e+308
"286",4070.30333304774
"287",1.79769313486232e+308
"288",1.79769313486232e+308
"289",1.79769313486232e+308
"290",1.79769313486232e+308
"291",1.79769313486232e+308
"292",1.79769313486232e+308
"293",1.79769313486232e+308
"294",1.79769313486232e+308
"295",1.79769313486232e+308
"296",1.79769313486232e+308
"297",1.79769313486232e+308
"298",1.79769313486232e+308
"299",1.79769313486232e+308
"300",1.79769313486232e+308
"301",1.79769313486232e+308
"302",1.79769313486232e+308
"303",1.79769313486232e+308
"304",1.79769313486232e+308
"305",1.79769313486232e+308
"306",1.79769313486232e+308
"307",1.79769313486232e+308
"308",1.79769313486232e+308
"309",1.79769313486232e+308
"310",1.79769313486232e+308
"311",1.79769313486232e+308
"312",1.79769313486232e+308
"313",1.79769313486232e+308
"314",1.79769313486232e+308
"315",1.79769313486232e+308
"316",1.79769313486232e+308
"317",1.79769313486232e+308
"318",1.79769313486232e+308
"319",1.79769313486232e+308
"320",1.79769313486232e+308
"321",1.79769313486232e+308
"322",1.79769313486232e+308
"323",1.79769313486232e+308
"324",1.79769313486232e+308
"325",1.79769313486232e+308
"326",1.79769313486232e+308
"327",1.79769313486232e+308
"328",1.79769313486232e+308
"329",1.79769313486232e+308
"330",1.79769313486232e+308
"331",1.79769313486232e+308
"332",1.79769313486232e+308
"333",1.79769313486232e+308
"334",4073.14061859919
"335",1.79769313486232e+308
"336",1.79769313486232e+308
"337",1.79769313486232e+308
"338",1.79769313486232e+308
"339",1.79769313486232e+308
"340",1.79769313486232e+308
"341",1.79769313486232e+308
"342",1.79769313486232e+308
"343",1.79769313486232e+308
"344",1.79769313486232e+308
"345",1.79769313486232e+308
"346",1.79769313486232e+308
"347",1.79769313486232e+308
"348",1.79769313486232e+308
"349",1.79769313486232e+308
"350",1.79769313486232e+308
"351",1.79769313486232e+308
"352",1.79769313486232e+308
"353",1.79769313486232e+308
"354",1.79769313486232e+308
"355",1.79769313486232e+308
"356",1.79769313486232e+308
"357",1.79769313486232e+308
"358",1.79769313486232e+308
"359",1.79769313486232e+308
"360",1.79769313486232e+308
"361",1.79769313486232e+308
"362",1.79769313486232e+308
"363",1.79769313486232e+308
"364",1.79769313486232e+308
"365",1.79769313486232e+308
"366",1.79769313486232e+308
"367",1.79769313486232e+308
"368",1.79769313486232e+308
"369",1.79769313486232e+308
"370",1.79769313486232e+308
"371",1.79769313486232e+308
"372",1.79769313486232e+308
"373",1.79769313486232e+308
"374",1.79769313486232e+308
"375",1.79769313486232e+308
"376",1.79769313486232e+308
"377",1.79769313486232e+308
"378",1.79769313486232e+308
"379",1.79769313486232e+308
"380",1.79769313486232e+308
"381",1.79769313486232e+308
"382",1.79769313486232e+308
"383",1.79769313486232e+308
"384",1.79769313486232e+308
"385",1.79769313486232e+308
"386",1.79769313486232e+308
"387",1.79769313486232e+308
"388",1.79769313486232e+308
"389",1.79769313486232e+308
"390",1.79769313486232e+308
"391",1.79769313486232e+308
"392",1.79769313486232e+308
"393",1.79769313486232e+308
"394",1.79769313486232e+308
"395",1.79769313486232e+308
"396",1.79769313486232e+308
"397",1.79769313486232e+308
"398",1.79769313486232e+308
"399",1.79769313486232e+308
"400",1.79769313486232e+308
"401",1.79769313486232e+308
"402",1.79769313486232e+308
"403",1.79769313486232e+308
"404",1.79769313486232e+308
"405",1.79769313486232e+308
"406",1.79769313486232e+308
"407",1.79769313486232e+308
"408",1.79769313486232e+308
"409",1.79769313486232e+308
"410",1.79769313486232e+308
"411",1.79769313486232e+308
"412",1.79769313486232e+308
"413",1.79769313486232e+308
"414",1.79769313486232e+308
"415",1.79769313486232e+308
"416",1.79769313486232e+308
"417",1.79769313486232e+308
"418",1.79769313486232e+308
"419",1.79769313486232e+308
"420",1.79769313486232e+308
"421",1.79769313486232e+308
"422",1.79769313486232e+308
"423",1.79769313486232e+308
"424",1.79769313486232e+308
"425",1.79769313486232e+308
"426",1.79769313486232e+308
"427",1.79769313486232e+308
"428",1.79769313486232e+308
"429",1.79769313486232e+308
"430",1.79769313486232e+308
"431",1.79769313486232e+308
"432",1.79769313486232e+308
"433",1.79769313486232e+308
"434",1.79769313486232e+308
"435",1.79769313486232e+308
"436",1.79769313486232e+308
"437",1.79769313486232e+308
"438",1.79769313486232e+308
"439",1.79769313486232e+308
"440",1.79769313486232e+308
"441",1.79769313486232e+308
"442",1.79769313486232e+308
"443",1.79769313486232e+308
"444",1.79769313486232e+308
"445",1.79769313486232e+308
"446",1.79769313486232e+308
"447",1.79769313486232e+308
"448",1.79769313486232e+308
"449",1.79769313486232e+308
"450",1.79769313486232e+308
"451",1.79769313486232e+308
"452",1.79769313486232e+308
"453",1.79769313486232e+308
"454",1.79769313486232e+308
"455",1.79769313486232e+308
"456",1.79769313486232e+308
"457",1.79769313486232e+308
"458",1.79769313486232e+308
"459",1.79769313486232e+308
"460",1.79769313486232e+308
"461",1.79769313486232e+308
"462",1.79769313486232e+308
"463",1.79769313486232e+308
"464",1.79769313486232e+308
"465",1.79769313486232e+308
"466",1.79769313486232e+308
"467",1.79769313486232e+308
"468",1.79769313486232e+308
"469",1.79769313486232e+308
"470",1.79769313486232e+308
"471",1.79769313486232e+308
"472",1.79769313486232e+308
"473",1.79769313486232e+308
"474",1.79769313486232e+308
"475",1.79769313486232e+308
"476",1.79769313486232e+308
"477",1.79769313486232e+308
"478",1.79769313486232e+308
"479",1.79769313486232e+308
"480",1.79769313486232e+308
"481",1.79769313486232e+308
"482",1.79769313486232e+308
"483",1.79769313486232e+308
"484",1.79769313486232e+308
"485",1.79769313486232e+308
"486",1.79769313486232e+308
"487",1.79769313486232e+308
"488",1.79769313486232e+308
"489",1.79769313486232e+308
"490",1.79769313486232e+308
"491",1.79769313486232e+308
"492",1.79769313486232e+308
"493",1.79769313486232e+308
"494",1.79769313486232e+308
"495",1.79769313486232e+308
"496",1.79769313486232e+308
"497",1.79769313486232e+308
"498",1.79769313486232e+308
"499",1.79769313486232e+308
"500",1.79769313486232e+308
"501",1.79769313486232e+308
"502",1.79769313486232e+308
"503",1.79769313486232e+308
"504",1.79769313486232e+308
"505",1.79769313486232e+308
"506",1.79769313486232e+308
"507",1.79769313486232e+308
"508",1.79769313486232e+308
"509",1.79769313486232e+308
"510",1.79769313486232e+308
"511",1.79769313486232e+308
"512",1.79769313486232e+308
"513",1.79769313486232e+308
"514",1.79769313486232e+308
"515",1.79769313486232e+308
"516",1.79769313486232e+308
"517",1.79769313486232e+308
"518",1.79769313486232e+308
"519",1.79769313486232e+308
"520",1.79769313486232e+308
"521",1.79769313486232e+308
"522",1.79769313486232e+308
"523",1.79769313486232e+308
"524",1.79769313486232e+308
"525",1.79769313486232e+308
"526",1.79769313486232e+308
"527",1.79769313486232e+308
"528",1.79769313486232e+308
"529",1.79769313486232e+308
"530",1.79769313486232e+308
"531",1.79769313486232e+308
"532",1.79769313486232e+308
"533",1.79769313486232e+308
"534",1.79769313486232e+308
"535",1.79769313486232e+308
"536",1.79769313486232e+308
"537",1.79769313486232e+308
"538",1.79769313486232e+308
"539",1.79769313486232e+308
"540",1.79769313486232e+308
"541",1.79769313486232e+308
"542",1.79769313486232e+308
"543",1.79769313486232e+308
"544",1.79769313486232e+308
"545",1.79769313486232e+308
"546",1.79769313486232e+308
"547",1.79769313486232e+308
"548",1.79769313486232e+308
"549",1.79769313486232e+308
"550",1.79769313486232e+308
"551",1.79769313486232e+308
"552",1.79769313486232e+308
"553",1.79769313486232e+308
"554",1.79769313486232e+308
"555",1.79769313486232e+308
"556",1.79769313486232e+308
"557",1.79769313486232e+308
"558",1.79769313486232e+308
"559",1.79769313486232e+308
"560",1.79769313486232e+308
"561",1.79769313486232e+308
"562",1.79769313486232e+308
"563",1.79769313486232e+308
"564",1.79769313486232e+308
"565",1.79769313486232e+308
"566",1.79769313486232e+308
"567",1.79769313486232e+308
"568",1.79769313486232e+308
"569",1.79769313486232e+308
"570",1.79769313486232e+308
"571",1.79769313486232e+308
"572",1.79769313486232e+308
"573",1.79769313486232e+308
"574",1.79769313486232e+308
"575",1.79769313486232e+308
"576",1.79769313486232e+308
"577",1.79769313486232e+308
"578",1.79769313486232e+308
"579",1.79769313486232e+308
"580",1.79769313486232e+308
"581",1.79769313486232e+308
"582",1.79769313486232e+308
"583",1.79769313486232e+308
"584",1.79769313486232e+308
"585",1.79769313486232e+308
"586",1.79769313486232e+308
"587",1.79769313486232e+308
"588",1.79769313486232e+308
"589",1.79769313486232e+308
"590",1.79769313486232e+308
"591",1.79769313486232e+308
"592",1.79769313486232e+308
"593",1.79769313486232e+308
"594",1.79769313486232e+308
"595",1.79769313486232e+308
"596",1.79769313486232e+308
"597",1.79769313486232e+308
"598",1.79769313486232e+308
"599",1.79769313486232e+308
"600",1.79769313486232e+308
"601",1.79769313486232e+308
"602",1.79769313486232e+308
"603",1.79769313486232e+308
"604",1.79769313486232e+308
"605",1.79769313486232e+308
"606",1.79769313486232e+308
"607",1.79769313486232e+308
"608",1.79769313486232e+308
"609",1.79769313486232e+308
"610",1.79769313486232e+308
"611",1.79769313486232e+308
"612",1.79769313486232e+308
"613",1.79769313486232e+308
"614",1.79769313486232e+308
"615",1.79769313486232e+308
"616",1.79769313486232e+308
"617",1.79769313486232e+308
"618",1.79769313486232e+308
"619",1.79769313486232e+308
"620",1.79769313486232e+308
"621",1.79769313486232e+308
"622",1.79769313486232e+308
"623",1.79769313486232e+308
"624",1.79769313486232e+308
"625",1.79769313486232e+308
"626",1.79769313486232e+308
"627",1.79769313486232e+308
"628",1.79769313486232e+308
"629",1.79769313486232e+308
"630",1.79769313486232e+308
"631",1.79769313486232e+308
"632",1.79769313486232e+308
"633",1.79769313486232e+308
"634",1.79769313486232e+308
"635",1.79769313486232e+308
"636",1.79769313486232e+308
"637",1.79769313486232e+308
"638",1.79769313486232e+308
"639",1.79769313486232e+308
"640",1.79769313486232e+308
"641",1.79769313486232e+308
"642",1.79769313486232e+308
"643",1.79769313486232e+308
"644",1.79769313486232e+308
"645",1.79769313486232e+308
"646",1.79769313486232e+308
"647",1.79769313486232e+308
"648",1.79769313486232e+308
"649",1.79769313486232e+308
"650",1.79769313486232e+308
"651",1.79769313486232e+308
"652",1.79769313486232e+308
"653",1.79769313486232e+308
"654",1.79769313486232e+308
"655",1.79769313486232e+308
"656",1.79769313486232e+308
"657",1.79769313486232e+308
"658",1.79769313486232e+308
"659",1.79769313486232e+308
"660",4084.46500186808
"661",1.79769313486232e+308
"662",1.79769313486232e+308
"663",1.79769313486232e+308
"664",1.79769313486232e+308
"665",1.79769313486232e+308
"666",1.79769313486232e+308
"667",1.79769313486232e+308
"668",1.79769313486232e+308
"669",1.79769313486232e+308
"670",1.79769313486232e+308
"671",1.79769313486232e+308
"672",1.79769313486232e+308
"673",1.79769313486232e+308
"674",1.79769313486232e+308
"675",1.79769313486232e+308
"676",1.79769313486232e+308
"677",1.79769313486232e+308
"678",1.79769313486232e+308
"679",1.79769313486232e+308
"680",1.79769313486232e+308
"681",1.79769313486232e+308
"682",1.79769313486232e+308
"683",1.79769313486232e+308
"684",1.79769313486232e+308
"685",1.79769313486232e+308
"686",1.79769313486232e+308
"687",1.79769313486232e+308
"688",1.79769313486232e+308
"689",1.79769313486232e+308
"690",1.79769313486232e+308
"691",1.79769313486232e+308
"692",1.79769313486232e+308
"693",1.79769313486232e+308
"694",1.79769313486232e+308
"695",1.79769313486232e+308
"696",1.79769313486232e+308
"697",1.79769313486232e+308
"698",1.79769313486232e+308
"699",1.79769313486232e+308
"700",1.79769313486232e+308
"701",1.79769313486232e+308
"702",1.79769313486232e+308
"703",1.79769313486232e+308
"704",1.79769313486232e+308
"705",1.79769313486232e+308
"706",1.79769313486232e+308
"707",4072.18293142688
"708",1.79769313486232e+308
"709",1.79769313486232e+308
"710",1.79769313486232e+308
"711",1.79769313486232e+308
"712",1.79769313486232e+308
"713",1.79769313486232e+308
"714",4103.2928010542
"715",1.79769313486232e+308
"716",1.79769313486232e+308
"717",1.79769313486232e+308
"718",1.79769313486232e+308
"719",1.79769313486232e+308
"720",1.79769313486232e+308
"721",1.79769313486232e+308
"722",1.79769313486232e+308
"723",1.79769313486232e+308
"724",1.79769313486232e+308
"725",1.79769313486232e+308
"726",1.79769313486232e+308
"727",1.79769313486232e+308
"728",1.79769313486232e+308
"729",1.79769313486232e+308
"730",1.79769313486232e+308
"731",1.79769313486232e+308
"732",1.79769313486232e+308
"733",1.79769313486232e+308
"734",1.79769313486232e+308
"735",1.79769313486232e+308
"736",1.79769313486232e+308
"737",1.79769313486232e+308
"738",1.79769313486232e+308
"739",1.79769313486232e+308
"740",1.79769313486232e+308
"741",1.79769313486232e+308
"742",1.79769313486232e+308
"743",1.79769313486232e+308
"744",1.79769313486232e+308
"745",1.79769313486232e+308
"746",1.79769313486232e+308
"747",1.79769313486232e+308
"748",1.79769313486232e+308
"749",1.79769313486232e+308
"750",1.79769313486232e+308
"751",1.79769313486232e+308
"752",1.79769313486232e+308
"753",1.79769313486232e+308
"754",1.79769313486232e+308
"755",1.79769313486232e+308
"756",1.79769313486232e+308
"757",1.79769313486232e+308
"758",1.79769313486232e+308
"759",1.79769313486232e+308
"760",1.79769313486232e+308
"761",1.79769313486232e+308
"762",1.79769313486232e+308
"763",1.79769313486232e+308
"764",1.79769313486232e+308
"765",1.79769313486232e+308
"766",1.79769313486232e+308
"767",1.79769313486232e+308
"768",1.79769313486232e+308
"769",1.79769313486232e+308
"770",1.79769313486232e+308
"771",1.79769313486232e+308
"772",1.79769313486232e+308
"773",1.79769313486232e+308
"774",1.79769313486232e+308
"775",1.79769313486232e+308
"776",1.79769313486232e+308
"777",1.79769313486232e+308
"778",1.79769313486232e+308
"779",1.79769313486232e+308
"780",1.79769313486232e+308
"781",1.79769313486232e+308
"782",1.79769313486232e+308
"783",1.79769313486232e+308
"784",1.79769313486232e+308
"785",1.79769313486232e+308
"786",1.79769313486232e+308
"787",1.79769313486232e+308
"788",1.79769313486232e+308
"789",1.79769313486232e+308
"790",1.79769313486232e+308
"791",1.79769313486232e+308
"792",1.79769313486232e+308
"793",1.79769313486232e+308
"794",1.79769313486232e+308
"795",1.79769313486232e+308
"796",1.79769313486232e+308
"797",1.79769313486232e+308
"798",1.79769313486232e+308
"799",1.79769313486232e+308
"800",1.79769313486232e+308
"801",1.79769313486232e+308
"802",1.79769313486232e+308
"803",1.79769313486232e+308
"804",1.79769313486232e+308
"805",1.79769313486232e+308
"806",1.79769313486232e+308
"807",1.79769313486232e+308
"808",1.79769313486232e+308
"809",1.79769313486232e+308
"810",1.79769313486232e+308
"811",1.79769313486232e+308
"812",1.79769313486232e+308
"813",1.79769313486232e+308
"814",1.79769313486232e+308
"815",1.79769313486232e+308
"816",1.79769313486232e+308
"817",1.79769313486232e+308
"818",1.79769313486232e+308
"819",1.79769313486232e+308
"820",1.79769313486232e+308
"821",1.79769313486232e+308
"822",1.79769313486232e+308
"823",1.79769313486232e+308
"824",1.79769313486232e+308
"825",1.79769313486232e+308
"826",1.79769313486232e+308
"827",1.79769313486232e+308
"828",1.79769313486232e+308
"829",1.79769313486232e+308
"830",1.79769313486232e+308
"831",1.79769313486232e+308
"832",1.79769313486232e+308
"833",1.79769313486232e+308
"834",1.79769313486232e+308
"835",1.79769313486232e+308
"836",1.79769313486232e+308
"837",1.79769313486232e+308
"838",1.79769313486232e+308
"839",1.79769313486232e+308
"840",1.79769313486232e+308
"841",1.79769313486232e+308
"842",1.79769313486232e+308
"843",1.79769313486232e+308
"844",1.79769313486232e+308
"845",1.79769313486232e+308
"846",1.79769313486232e+308
"847",1.79769313486232e+308
"848",1.79769313486232e+308
"849",1.79769313486232e+308
"850",1.79769313486232e+308
"851",1.79769313486232e+308
"852",1.79769313486232e+308
"853",1.79769313486232e+308
"854",1.79769313486232e+308
"855",1.79769313486232e+308
"856",1.79769313486232e+308
"857",1.79769313486232e+308
"858",1.79769313486232e+308
"859",1.79769313486232e+308
"860",1.79769313486232e+308
"861",1.79769313486232e+308
"862",1.79769313486232e+308
"863",1.79769313486232e+308
"864",1.79769313486232e+308
"865",1.79769313486232e+308
"866",1.79769313486232e+308
"867",1.79769313486232e+308
"868",1.79769313486232e+308
"869",1.79769313486232e+308
"870",1.79769313486232e+308
"871",1.79769313486232e+308
"872",1.79769313486232e+308
"873",1.79769313486232e+308
"874",1.79769313486232e+308
"875",1.79769313486232e+308
"876",1.79769313486232e+308
"877",1.79769313486232e+308
"878",1.79769313486232e+308
"879",1.79769313486232e+308
"880",1.79769313486232e+308
"881",1.79769313486232e+308
"882",1.79769313486232e+308
"883",1.79769313486232e+308
"884",1.79769313486232e+308
"885",1.79769313486232e+308
"886",1.79769313486232e+308
"887",1.79769313486232e+308
"888",1.79769313486232e+308
"889",1.79769313486232e+308
"890",1.79769313486232e+308
"891",1.79769313486232e+308
"892",1.79769313486232e+308
"893",1.79769313486232e+308
"894",1.79769313486232e+308
"895",1.79769313486232e+308
"896",1.79769313486232e+308
"897",1.79769313486232e+308
"898",1.79769313486232e+308
"899",1.79769313486232e+308
"900",1.79769313486232e+308
"901",1.79769313486232e+308
"902",1.79769313486232e+308
"903",1.79769313486232e+308
"904",1.79769313486232e+308
"905",1.79769313486232e+308
"906",1.79769313486232e+308
"907",1.79769313486232e+308
"908",1.79769313486232e+308
"909",1.79769313486232e+308
"910",1.79769313486232e+308
"911",1.79769313486232e+308
"912",1.79769313486232e+308
"913",1.79769313486232e+308
"914",1.79769313486232e+308
"915",1.79769313486232e+308
"916",1.79769313486232e+308
"917",1.79769313486232e+308
"918",1.79769313486232e+308
"919",1.79769313486232e+308
"920",1.79769313486232e+308
"921",1.79769313486232e+308
"922",1.79769313486232e+308
"923",1.79769313486232e+308
"924",1.79769313486232e+308
"925",1.79769313486232e+308
"926",1.79769313486232e+308
"927",1.79769313486232e+308
"928",1.79769313486232e+308
"929",1.79769313486232e+308
"930",1.79769313486232e+308
"931",1.79769313486232e+308
"932",1.79769313486232e+308
"933",1.79769313486232e+308
"934",1.79769313486232e+308
"935",1.79769313486232e+308
"936",1.79769313486232e+308
"937",1.79769313486232e+308
"938",1.79769313486232e+308
"939",1.79769313486232e+308
"940",1.79769313486232e+308
"941",1.79769313486232e+308
"942",1.79769313486232e+308
"943",1.79769313486232e+308
"944",1.79769313486232e+308
"945",1.79769313486232e+308
"946",1.79769313486232e+308
"947",1.79769313486232e+308
"948",1.79769313486232e+308
"949",1.79769313486232e+308
"950",1.79769313486232e+308
"951",1.79769313486232e+308
"952",1.79769313486232e+308
"953",1.79769313486232e+308
"954",1.79769313486232e+308
"955",1.79769313486232e+308
"956",1.79769313486232e+308
"957",1.79769313486232e+308
"958",1.79769313486232e+308
"959",1.79769313486232e+308
"960",1.79769313486232e+308
"961",1.79769313486232e+308
"962",1.79769313486232e+308
"963",1.79769313486232e+308
"964",1.79769313486232e+308
"965",1.79769313486232e+308
"966",1.79769313486232e+308
"967",1.79769313486232e+308
"968",1.79769313486232e+308
"969",1.79769313486232e+308
"970",1.79769313486232e+308
"971",1.79769313486232e+308
"972",1.79769313486232e+308
"973",1.79769313486232e+308
"974",1.79769313486232e+308
"975",1.79769313486232e+308
"976",1.79769313486232e+308
"977",1.79769313486232e+308
"978",1.79769313486232e+308
"979",1.79769313486232e+308
"980",1.79769313486232e+308
"981",1.79769313486232e+308
"982",1.79769313486232e+308
"983",1.79769313486232e+308
"984",1.79769313486232e+308
"985",1.79769313486232e+308
"986",1.79769313486232e+308
"987",1.79769313486232e+308
"988",1.79769313486232e+308
"989",1.79769313486232e+308
"990",1.79769313486232e+308
"991",1.79769313486232e+308
"992",1.79769313486232e+308
"993",1.79769313486232e+308
"994",1.79769313486232e+308
"995",1.79769313486232e+308
"996",1.79769313486232e+308
"997",1.79769313486232e+308
"998",1.79769313486232e+308
"999",1.79769313486232e+308
"1000",1.79769313486232e+308
"1001",4111.99139145233
